customer_id,customer_name,customer_age,customer_gender,customer_city,customer_state,customer_country,customer_income,date_of_registration,preferred_contact_method,customer_phone,customer_email,Customer_Satisfaction,CustomerEducation,CustomerCategory
CUST001227,Teresa Davis,30,Male,Donaldfort,Connecticut,UK,85857,10-01-2023,SMS,354-210-6711x3572,kathleen87@example.org,10,Postgraduate,Corporate
CUST001228,Jeffrey Thompson,57,Female,South Jeffrey,Washington,Germany,92573,27-02-2020,Email,001-986-245-0468x6941,amber79@example.com,4,Graduate,Corporate
CUST001229,Annette Martinez,19,Male,North Jasmine,Rhode Island,USA,100058,30-11-2017,Phone,001-949-823-1459,opatterson@example.org,3,Postgraduate,Corporate
CUST001230,Jason Galvan,37,Male,South James,New Mexico,India,46259,26-03-2017,Email,745-828-2031,michaelbennett@example.com,8,Postgraduate,Corporate
CUST001231,Ruben Nielsen,18,Male,West Jillport,Iowa,India,102534,24-05-2021,Email,853-929-6226,brianaparker@example.com,4,Doctorate,Corporate
CUST001232,George Salazar,54,Male,Lake Benjamin,Utah,UK,97622,22-06-2023,SMS,834.921.1847,jjohnson@example.net,1,Postgraduate,Corporate
CUST001233,Destiny Hart,26,Male,New Andrewberg,Colorado,UK,26149,14-04-2020,Phone,001-287-323-8559,sarah66@example.net,6,Undergraduate,Corporate
CUST001234,Allison Brown,34,Female,Sarahview,New Mexico,Germany,47792,14-01-2016,SMS,768-549-6548x7888,meadowsmaureen@example.com,6,Postgraduate,Corporate
CUST001235,John Johnston,26,Male,Clarkstad,Idaho,UK,41390,10-05-2016,SMS,001-755-591-5568,fernandezkimberly@example.com,2,Doctorate,Corporate
CUST001236,Tyler Flores,28,Male,South Gail,South Carolina,USA,59204,16-02-2016,Phone,001-991-272-8703x302,johnjohns@example.org,2,Postgraduate,Corporate
CUST001237,Allison Moyer,32,Male,South Aprilport,Minnesota,USA,61018,10-03-2018,Phone,(822)758-4854,jonesdarlene@example.com,10,Postgraduate,Corporate
CUST001238,Jason Orr,41,Male,Allenland,Wyoming,USA,118651,03-01-2024,Phone,(888)906-9378,tracylane@example.org,4,Postgraduate,Corporate
CUST001239,Sean Jordan,55,Male,Kimberlyview,Tennessee,Germany,114583,28-03-2018,SMS,001-501-577-1169x479,robinsonnicole@example.com,2,Postgraduate,Corporate
CUST001240,Ashley Johnson,72,Female,East Stephanieside,Washington,Germany,107614,24-03-2022,Phone,(979)994-4323x8520,ellenperez@example.net,8,Undergraduate,Corporate
CUST001241,Edward Velez,52,Female,East Ronald,Connecticut,UK,46471,26-09-2016,Phone,(846)760-4877x895,michealmitchell@example.com,4,Undergraduate,Corporate
CUST001242,Deborah Munoz,47,Male,East Danielle,Minnesota,Germany,39263,28-07-2022,Phone,972-629-6772,ehernandez@example.net,3,Postgraduate,Corporate
CUST001243,Gloria Nolan,48,Male,West Kyle,New Mexico,USA,85309,03-09-2015,Email,788.712.0047x33167,hallgeorge@example.org,5,Undergraduate,Corporate
CUST001244,Christina Allen,66,Male,Keithshire,Nebraska,Canada,77451,23-12-2022,Phone,(772)303-0595,millerwilliam@example.com,5,Postgraduate,Corporate
CUST001245,Michelle Johnson,22,Female,New Douglasmouth,Missouri,USA,95379,24-05-2020,SMS,6725812570,wilsonlinda@example.com,6,Undergraduate,Corporate
CUST001246,Jennifer Hayes,61,Female,Lake Lori,South Dakota,Canada,102969,20-04-2016,Email,-1617,erinwilliams@example.org,2,Postgraduate,Corporate
CUST001247,Robert Walker,67,Male,West Jeremiah,Tennessee,UK,147425,07-04-2017,SMS,2574446055,julie87@example.org,9,Undergraduate,Corporate
CUST001248,Amanda Salazar,31,Female,Michaelmouth,Georgia,India,36559,13-11-2024,Email,001-569-499-8355x04426,stephanie64@example.net,3,Doctorate,Corporate
CUST001249,Richard Morris,70,Male,Rodriguezborough,Idaho,Germany,88728,20-11-2024,Phone,745.593.4427x406,trevorzamora@example.org,4,Undergraduate,Corporate
CUST001250,Mary Morales,73,Female,West Michael,Texas,Germany,29952,08-12-2019,Email,+1-716-836-4450x236,jdominguez@example.net,7,Doctorate,Corporate
CUST001251,Nicole Armstrong,28,Female,East Karen,New Hampshire,USA,86726,09-07-2017,SMS,(494)489-0493x257,jennifer92@example.com,7,Doctorate,Corporate
CUST001252,Lisa Bullock,26,Female,West Staceytown,Wisconsin,USA,144735,19-12-2015,Email,950-401-7611,amberberg@example.net,3,Graduate,Corporate
CUST001253,Seth Johnson,51,Female,Jessicatown,Texas,Canada,65610,02-05-2024,Phone,(467)708-1803,jennifermartinez@example.org,10,Undergraduate,Corporate
CUST001254,Yolanda Vazquez,29,Male,Ochoamouth,New Hampshire,Germany,123329,15-01-2020,Phone,317.290.3768x431,katie79@example.com,5,Postgraduate,Corporate
CUST001255,Angela Thompson,52,Female,South Debra,Montana,UK,111467,05-08-2021,SMS,5067327835,monica92@example.com,8,Undergraduate,Corporate
CUST001256,Karen Casey,52,Female,Parrishbury,Colorado,USA,27153,07-08-2022,Email,(529)443-2684x5392,rchoi@example.net,7,Doctorate,Corporate
CUST001257,Ariana Monroe,18,Female,Garciatown,Vermont,Germany,119447,14-10-2022,SMS,844.540.1712,katie17@example.org,3,Undergraduate,Corporate
CUST001258,Jenny Arnold,57,Male,West Brianburgh,West Virginia,India,33019,11-03-2016,SMS,+1-785-609-0490x6892,lisa82@example.org,9,Doctorate,Corporate
CUST001259,Alexis Smith,39,Male,Angelaburgh,West Virginia,Canada,110409,21-09-2020,SMS,459-947-4837,john28@example.org,8,Undergraduate,Corporate
CUST001260,Shannon Flores,46,Female,Michaelbury,North Carolina,USA,131827,21-06-2015,Phone,5435459176,chelseariddle@example.net,4,Doctorate,Corporate
CUST001261,Haley Jones,25,Female,West Jesse,New Hampshire,USA,122167,19-04-2019,Email,206.441.7015x043,pughandrew@example.org,9,Undergraduate,Corporate
CUST001262,Eric Henderson,28,Female,Toddhaven,Idaho,UK,62929,22-06-2024,Phone,001-648-503-8720x0514,erik86@example.com,8,Undergraduate,Corporate
CUST001263,Julia Bryan,58,Female,South Karenfurt,Illinois,USA,42028,01-05-2024,Phone,522-319-0227,smithmadison@example.net,2,Postgraduate,Corporate
CUST001264,Alexander Wilson,54,Female,Dianaview,Kentucky,Germany,59620,01-01-2020,Phone,001-937-898-7464,onealamanda@example.com,9,Doctorate,Corporate
CUST001265,Ryan Robinson,31,Female,North John,Alaska,Germany,131027,23-02-2015,Email,795.904.4991,fredericknguyen@example.com,2,Graduate,Corporate
CUST001266,Christopher Barron,47,Female,Port Autumn,Rhode Island,Germany,143818,05-03-2016,Phone,+1-773-716-9741x525,stanleykristen@example.org,4,Doctorate,Corporate
CUST001267,Gina Chambers,52,Female,Gatesmouth,California,India,73474,04-03-2016,Phone,(886)391-7035x8541,crystalpowers@example.org,2,Doctorate,Corporate
CUST001268,John Marsh,38,Male,Angelicaburgh,California,India,35623,26-10-2023,Phone,482-674-8803x69047,reyessteven@example.com,2,Postgraduate,Corporate
CUST001269,Pamela Barnes,54,Male,Adamsfurt,Nebraska,USA,110504,24-01-2024,Email,582-896-5971x980,sramirez@example.net,8,Undergraduate,Corporate
CUST001270,Damon Wright,22,Female,South Noah,Maryland,India,28809,19-07-2018,Email,952.963.3169x8044,sherri38@example.org,5,Doctorate,Corporate
CUST001271,Wanda Park,36,Male,Rileyton,New Jersey,India,148690,11-06-2023,SMS,+1-214-645-5767x010,kimkristy@example.com,6,Postgraduate,Corporate
CUST001272,Katherine Mccarthy,31,Female,South Glenn,Washington,UK,124615,20-09-2022,Phone,252-858-9119x2693,jennifer00@example.org,10,Doctorate,Corporate
CUST001273,Carl Johnson,43,Male,East Emily,Washington,India,117907,14-05-2017,Phone,460-586-3291x475,wmoore@example.org,9,Undergraduate,Corporate
CUST001274,David Brown,21,Male,East Cynthiaberg,South Carolina,Canada,76046,16-08-2015,Email,507.236.9621,stevenjohnson@example.com,3,Doctorate,Corporate
CUST001275,Jesus Sims,42,Female,Thomasview,Wyoming,Canada,134502,02-12-2017,Email,001-304-911-5273x68173,hkane@example.net,10,Undergraduate,Corporate
CUST001276,Jessica Hoover,62,Female,West Jessica,Pennsylvania,Canada,87496,20-04-2023,Phone,511.873.0894x8247,james16@example.net,2,Doctorate,Corporate
CUST001277,Paul Michael,59,Male,Brooksborough,Mississippi,USA,129542,17-07-2022,SMS,+1-217-389-8349x8934,aramirez@example.org,9,Graduate,Corporate
CUST001278,Deborah Torres,42,Female,Lawrencefurt,Colorado,Germany,56739,01-02-2024,SMS,851.341.7406x09736,jglover@example.net,4,Postgraduate,Corporate
CUST001279,Kristen Strickland,35,Female,Michaelfurt,Wyoming,UK,78452,30-12-2018,Phone,(550)532-1072x665,qspencer@example.org,5,Graduate,Corporate
CUST001280,Jessica Lawson,57,Female,New Brittany,Nevada,USA,98324,28-05-2020,SMS,(720)538-3274,lisa80@example.net,10,Graduate,Corporate
CUST001281,Michelle Barry,25,Male,Toddberg,Pennsylvania,Germany,31977,16-09-2018,SMS,802-659-7742x150,whitelawrence@example.com,3,Graduate,Corporate
CUST001282,Edwin Nichols,56,Female,Henryberg,South Carolina,UK,145861,15-12-2019,Phone,9903602269,stephen79@example.org,6,Doctorate,Corporate
CUST001283,Christina Russell,57,Female,Ramirezburgh,Georgia,UK,129713,28-07-2017,SMS,3537765737,ralph00@example.com,1,Doctorate,Corporate
CUST001284,Mary Vincent,31,Male,Deckerstad,South Carolina,UK,59838,03-06-2016,Email,(722)965-7227x01187,ncarr@example.org,2,Postgraduate,Corporate
CUST001285,Christine Matthews,49,Female,Barryland,Wyoming,Canada,93192,23-11-2021,Phone,639-260-2903,ashley08@example.net,6,Graduate,Corporate
CUST001286,Douglas Fleming,68,Female,New Teresaport,North Carolina,Canada,29134,02-03-2020,Email,776-532-4743x5574,mark05@example.com,2,Postgraduate,Corporate
CUST001287,Mr. Philip Vargas,55,Female,Seanstad,Rhode Island,Canada,78420,05-11-2020,Phone,486-882-2971x5424,jessicayoung@example.com,9,Postgraduate,Corporate
CUST001288,Robert Moore,50,Female,New Hannahport,Washington,UK,54431,29-10-2024,Email,7334602414,dunnsuzanne@example.org,2,Doctorate,Corporate
CUST001289,Ryan Nelson,40,Male,New Daniel,New York,UK,145698,29-07-2019,SMS,2065061195,tvang@example.com,9,Doctorate,Corporate
CUST001290,Raymond Travis,32,Male,Smithport,Michigan,Canada,94020,10-02-2017,Email,559-721-9890,dylan03@example.net,4,Doctorate,Corporate
CUST001291,Taylor Pope,50,Female,Baileyhaven,Colorado,UK,74565,08-03-2015,Email,720-742-7281,aguilarjanice@example.org,3,Postgraduate,Corporate
CUST001292,Susan Kemp,42,Female,Mitchellbury,South Dakota,Canada,81993,10-05-2016,Email,(822)546-3100,victoria47@example.net,1,Postgraduate,Corporate
CUST001293,Sherry Boyd,34,Female,Taylorshire,Vermont,Canada,83035,17-01-2017,Email,001-504-796-1844x026,kwade@example.net,2,Doctorate,Corporate
CUST001294,Lindsay Davis,50,Female,East James,Louisiana,Canada,134158,20-04-2018,Email,780.381.7638x62736,david70@example.net,10,Doctorate,Corporate
CUST001295,Robert Meyer,64,Male,Smithland,California,Germany,72312,02-01-2021,Phone,6096628677,josephjohnston@example.com,4,Doctorate,Corporate
CUST001296,Cynthia Carey,72,Male,North Lauratown,Colorado,UK,135613,03-12-2015,Email,839-697-9934x3577,mackenziejohnson@example.org,9,Undergraduate,Corporate
CUST001297,Joseph Mays,19,Male,Navarroside,New Mexico,USA,63916,31-05-2017,Email,227-614-3396x14995,mcphersondonald@example.org,3,Undergraduate,Corporate
CUST001298,Autumn Smith,31,Male,Lake Steven,Missouri,Canada,117810,31-10-2023,Phone,(310)356-0410x7872,harrisonelizabeth@example.org,3,Undergraduate,Corporate
CUST001299,Terrence Juarez,70,Female,Powellberg,Wisconsin,USA,45693,08-06-2018,Phone,783.609.2535x432,anthonymoore@example.net,10,Postgraduate,Corporate
CUST001300,Cheryl Chavez,57,Male,Lake Edward,Arkansas,Germany,63559,02-12-2016,SMS,(484)724-6702x20007,hollandmargaret@example.org,10,Postgraduate,Corporate
CUST001301,Seth Gonzalez,57,Female,Michaelstad,Ohio,UK,107839,27-05-2019,Email,770.367.2268,christine25@example.org,5,Doctorate,Corporate
CUST001302,Felicia Stanley,68,Male,West James,Colorado,Canada,75058,11-03-2021,Email,5399519472,qlucas@example.com,4,Undergraduate,Corporate
CUST001303,Lisa Hoover,56,Female,Lake Sydneybury,Georgia,Canada,110130,30-10-2021,SMS,280.654.1277x485,alexandrathornton@example.com,3,Doctorate,Corporate
CUST001304,Cheryl Grant,68,Female,Cobbville,Maryland,Canada,109639,16-07-2021,Email,957-637-9192,fjones@example.net,7,Graduate,Corporate
CUST001305,Danielle Clark,23,Male,Aaronport,West Virginia,USA,36858,10-10-2020,SMS,512-670-7367,samuelscott@example.com,4,Doctorate,Corporate
CUST001306,Dennis Cline,23,Male,Christopherfort,Colorado,Germany,105538,04-02-2024,Phone,001-907-553-0162,amanda43@example.com,8,Undergraduate,Corporate
CUST001307,Erin Mathis,20,Male,Thomastown,Kansas,UK,95431,05-01-2021,Email,(317)662-1467x02188,michael43@example.com,4,Doctorate,Corporate
CUST001308,Cynthia Mitchell,24,Female,Robinsonfurt,Wisconsin,Germany,68324,16-03-2015,Email,(756)357-6971x3323,blackwelldavid@example.net,3,Postgraduate,Corporate
CUST001309,Barbara Stephens,68,Male,East James,Arkansas,Canada,74944,10-02-2023,Phone,+1-215-282-9274x9542,jesse85@example.net,6,Doctorate,Corporate
CUST001310,Phillip Skinner,25,Female,Lake Joshua,Colorado,Germany,115687,18-06-2021,Email,(901)962-5296x81876,gilbertadam@example.com,10,Doctorate,Corporate
CUST001311,Kendra Garrison,59,Other,Jessicaport,Michigan,USA,100455,19-04-2018,Phone,-7793,gregory96@example.net,6,Undergraduate,Corporate
CUST001312,Mario Turner,69,Female,Robertfort,South Dakota,India,69187,25-12-2017,Phone,001-862-616-8570x85849,jaimekey@example.com,6,Doctorate,Corporate
CUST001313,Nicole Russell,32,Male,Stevenside,Kentucky,India,112463,13-07-2022,SMS,727-599-3513x14097,alexis23@example.net,4,Postgraduate,Corporate
CUST001314,Andrew Hernandez,64,Female,Jennifershire,Idaho,UK,53147,08-03-2024,Phone,(388)972-2492x01895,ronald38@example.org,1,Doctorate,Corporate
CUST001315,Christopher Gonzales,46,Male,Lake Rebecca,Nebraska,UK,102914,26-03-2017,SMS,834.429.0371,josephvaldez@example.com,2,Undergraduate,Corporate
CUST001316,Suzanne Vasquez,50,Male,Stantonmouth,Texas,Germany,127029,12-12-2023,Phone,(272)859-3746,jacksonjonathan@example.com,6,Undergraduate,Corporate
CUST001317,Sean Leonard,69,Female,New Royview,South Dakota,UK,147879,08-08-2020,SMS,(419)549-8861x8333,phillip26@example.com,10,Doctorate,Corporate
CUST001318,Dr. Maureen Brown,47,Female,East Annaburgh,Alabama,USA,112081,21-10-2021,SMS,677-446-1159x33624,jknight@example.net,10,Graduate,Corporate
CUST001319,Jessica Watson,56,Male,Benjaminside,Rhode Island,Canada,134862,08-05-2016,SMS,(270)381-4071x07547,costabrian@example.org,5,Postgraduate,Corporate
CUST001320,Lisa Thomas,44,Male,North Williamfurt,Nevada,Canada,103593,28-12-2017,SMS,858-966-1035x860,ronald88@example.com,9,Undergraduate,Corporate
CUST001321,Shirley Summers,53,Male,Terryhaven,West Virginia,Germany,26360,14-07-2024,Email,(864)672-2208x772,wmassey@example.org,9,Postgraduate,Corporate
CUST001322,Barbara Pierce,46,Female,Chambersland,Maryland,Canada,27048,23-01-2015,Phone,326.913.4908x52818,ashley06@example.net,4,Undergraduate,Corporate
CUST001323,Mary Parker,55,Male,East Ebony,Wyoming,Germany,64020,01-08-2022,Phone,001-927-276-8270x293,raysteven@example.org,8,Postgraduate,Corporate
CUST001324,Christina Travis,74,Other,Gloverburgh,Arkansas,UK,68935,01-03-2018,Phone,001-959-419-5849x3375,josephhernandez@example.org,9,Graduate,Corporate
CUST001325,Adam Hansen,50,Female,West Heather,Wisconsin,UK,47482,20-07-2019,Phone,5634131613,ronaldparker@example.com,7,Undergraduate,Corporate
CUST001326,Amy Reeves,54,Female,Deborahmouth,Rhode Island,USA,142884,12-04-2018,SMS,001-248-606-8383x438,rachelbrooks@example.org,9,Doctorate,Corporate
CUST001327,Michael Miller,44,Male,South Cassandraborough,Florida,Canada,116199,02-08-2017,Email,957.779.7866x88018,jessicathomas@example.com,2,Undergraduate,Corporate
CUST001328,Sara Clarke,72,Female,North Zachary,Montana,USA,57973,02-02-2021,Phone,(981)801-4260,webbkyle@example.com,1,Graduate,Corporate
CUST001329,Rodney Caldwell,50,Female,Danielville,Delaware,India,134982,10-07-2024,Phone,352.351.4010,pattersonandre@example.org,1,Postgraduate,Corporate
CUST001330,Theresa Huffman,21,Female,Hernandezland,Indiana,USA,40185,04-05-2017,Phone,001-683-718-0279,whiteanthony@example.com,4,Postgraduate,Corporate
CUST001331,Ryan Allen,39,Male,Johnsonfurt,Oregon,Germany,44699,27-03-2023,SMS,001-973-333-1823,dward@example.com,10,Doctorate,Corporate
CUST001332,Cindy Walker,19,Male,East Donaldborough,Massachusetts,Germany,80885,21-09-2020,Phone,(551)871-2473,aaron19@example.org,10,Doctorate,Corporate
CUST001333,Lisa Kane,27,Male,Lake Tiffany,Indiana,USA,66582,15-11-2019,Phone,+1-311-783-1102x9958,ernest87@example.org,8,Postgraduate,Corporate
CUST001334,Brent Smith,22,Female,Lake Jaimemouth,Hawaii,UK,43061,08-06-2018,Email,(611)769-4127x27738,jessicatrujillo@example.com,9,Doctorate,Corporate
CUST001335,Darlene Duncan,27,Female,Bowenstad,Pennsylvania,India,102015,08-12-2017,SMS,001-472-451-1821,onovak@example.com,10,Undergraduate,Corporate
CUST001336,Gabriel Barrett,50,Female,East Travistown,West Virginia,USA,134508,04-03-2020,Email,001-375-685-2301x027,blackpaula@example.org,7,Doctorate,Corporate
CUST001337,Melissa Drake,71,Male,Krystalfurt,Minnesota,UK,137143,16-06-2015,Phone,+1-893-773-6223x289,gbutler@example.net,7,Undergraduate,Corporate
CUST001338,Brandon Davis,55,Male,North James,Wisconsin,USA,142700,17-01-2017,SMS,709-518-5019,qbyrd@example.com,7,Undergraduate,Corporate
CUST001339,William Gray,30,Male,Hancockstad,Missouri,Canada,69597,17-09-2022,Phone,001-313-700-2566,cscott@example.com,1,Undergraduate,Corporate
CUST001340,Tracy Madden,48,Male,Curryton,Alabama,Germany,35892,31-10-2024,Phone,850-209-8000x90711,amber26@example.com,1,Graduate,Corporate
CUST001341,Lisa Castro,64,Male,Jonathantown,Alaska,Canada,48931,12-04-2019,SMS,+1-896-310-9453x7010,sara72@example.org,3,Undergraduate,Corporate
CUST001342,Amanda Koch DDS,53,Female,Terrellville,Illinois,Canada,125175,17-02-2021,Email,(777)407-3909,cpowers@example.org,8,Postgraduate,Corporate
CUST001343,Terry Pineda,62,Female,East Joy,Alabama,India,49654,03-08-2021,SMS,001-517-441-6153,laura27@example.org,7,Postgraduate,Corporate
CUST001344,Jodi Thompson,41,Female,Port Courtneyside,Delaware,UK,113478,29-11-2023,SMS,320-375-3289,christina04@example.com,8,Postgraduate,Corporate
CUST001345,Nathan Turner,69,Male,East Jose,Connecticut,Germany,83820,01-08-2020,Email,337.969.0239x040,dunnjohn@example.org,1,Doctorate,Corporate
CUST001346,Amber Knox,73,Male,Bondberg,Virginia,Canada,78886,07-12-2019,SMS,+1-896-577-5061x99443,mhuynh@example.com,9,Graduate,Corporate
CUST001347,Sonya Barrett,32,Male,Floresbury,Oregon,Germany,145477,28-06-2024,Email,-4529,johnpatel@example.net,9,Undergraduate,Corporate
CUST001348,Teresa Harrison,46,Female,Glenport,Colorado,UK,97470,06-09-2017,Email,(377)248-8681,david84@example.net,1,Undergraduate,Corporate
CUST001349,David Brooks,25,Male,Lake Michelle,Rhode Island,USA,120269,04-03-2022,SMS,001-701-733-4402x60564,kristen14@example.org,6,Postgraduate,Corporate
CUST001350,Kevin Tyler,22,Female,Lake Teresa,Wisconsin,Canada,110148,19-03-2024,SMS,6844316329,drhodes@example.com,1,Graduate,Corporate
CUST001351,Michelle Boyer,46,Male,New Jamesstad,Hawaii,UK,125639,30-12-2021,Email,+1-578-240-0181x92072,fgray@example.com,5,Postgraduate,Corporate
CUST001352,Susan Ramirez,64,Female,Daughertyport,Massachusetts,Germany,122391,14-12-2015,Email,001-757-981-4916x1135,matthew98@example.com,9,Doctorate,Corporate
CUST001353,Stacy James,21,Female,East Amy,New Jersey,UK,125029,26-11-2016,Email,952-281-9240,katie83@example.com,10,Postgraduate,Corporate
CUST001354,Christopher Morales,29,Male,West David,Kansas,USA,145425,03-08-2023,Email,833.351.6953x3002,teresaprice@example.net,9,Undergraduate,Corporate
CUST001355,Craig Gonzalez,62,Female,Lake Susan,Arizona,UK,99842,02-12-2021,Email,(672)811-7267x57018,anthonymatthew@example.net,10,Doctorate,Corporate
CUST001356,Elizabeth Anderson,19,Male,Burnsstad,North Dakota,Germany,129289,20-11-2023,SMS,+1-606-873-9207x4642,millercatherine@example.org,6,Graduate,Corporate
CUST001357,Amy Smith,44,Female,Emilyberg,Illinois,Canada,90324,14-12-2017,Phone,+1-354-302-6710x41895,roberto64@example.net,2,Graduate,Corporate
CUST001358,Madison Castro,48,Male,Lake James,West Virginia,Canada,130520,28-03-2022,SMS,(897)466-0164,david55@example.com,2,Undergraduate,Corporate
CUST001359,Jeremy Reynolds,68,Male,North Jerrymouth,Montana,India,107080,12-09-2018,Phone,(231)390-3394,nshepherd@example.net,2,Undergraduate,Corporate
CUST001360,Dana Turner,68,Female,West Terri,Alabama,Germany,90027,01-11-2017,Email,490-977-8593,vdavenport@example.com,4,Doctorate,Corporate
CUST001361,Angela Howe,53,Female,East Adamberg,New Mexico,India,26425,17-07-2020,SMS,+1-873-820-8453x367,helen44@example.org,10,Doctorate,Corporate
CUST001362,Willie Allen,53,Male,North Sarah,Illinois,India,26733,23-01-2024,Phone,(334)593-4536x3960,hdickson@example.net,7,Undergraduate,Corporate
CUST001363,Danielle Banks,43,Female,Campbellchester,West Virginia,USA,70375,01-09-2015,Email,001-347-867-3185x019,fsmith@example.org,3,Graduate,Corporate
CUST001364,Ruth Phillips,60,Male,West Danielburgh,Montana,Germany,89411,09-02-2022,SMS,854.615.2175x6705,brewerbrandy@example.com,4,Graduate,Corporate
CUST001365,Angela York,44,Male,East Gary,New Mexico,Canada,35603,03-08-2021,Phone,540.214.9817,phillipstaylor@example.com,8,Undergraduate,Corporate
CUST001366,Linda White,22,Female,West Brad,Alaska,Germany,37152,22-07-2021,SMS,(465)924-4707x4378,gregorypruitt@example.com,10,Undergraduate,Corporate
CUST001367,Jordan White,37,Male,Macdonaldstad,Illinois,USA,40801,09-01-2017,Phone,(761)680-4561x0751,wilsonchelsea@example.org,3,Graduate,Corporate
CUST001368,Kyle Anderson,28,Male,Lake Zachary,Kentucky,Germany,109442,25-08-2019,SMS,(234)764-2086,contrerasbrooke@example.net,9,Undergraduate,Corporate
CUST001369,Amy Price DDS,27,Female,Robertbury,Pennsylvania,Germany,81318,29-09-2015,SMS,212-659-3347,paulashannon@example.org,1,Undergraduate,Corporate
CUST001370,Christopher Jordan,57,Male,Chasefurt,Tennessee,India,119973,14-03-2017,Phone,+1-931-386-1416x65347,ortegathomas@example.org,3,Graduate,Corporate
CUST001371,Elijah Figueroa,55,Female,East Tonyahaven,Iowa,Germany,41985,01-12-2024,SMS,001-565-459-5380x13207,trevorlopez@example.net,5,Postgraduate,Corporate
CUST001372,Tanya Tran,23,Male,Wrightton,North Dakota,India,117471,28-08-2015,SMS,001-955-585-6211x2287,kaitlincastillo@example.net,4,Doctorate,Corporate
CUST001373,David Morris,25,Male,Contrerashaven,Tennessee,India,133051,16-11-2020,Email,851-417-7522x837,georgelynn@example.com,5,Graduate,Corporate
CUST001374,Sabrina Villa,40,Male,South Lindsayshire,Minnesota,UK,46068,30-10-2016,Phone,+1-527-518-6392x53025,maria80@example.com,6,Doctorate,Corporate
CUST001375,Michael Jackson,64,Female,North Jeremy,Illinois,USA,38531,10-03-2016,SMS,001-252-274-5719x6801,sarah49@example.org,3,Postgraduate,Corporate
CUST001376,Danny Williams,43,Female,North Anthony,Indiana,India,137289,29-08-2017,Phone,8848472716,joe48@example.org,9,Undergraduate,Corporate
CUST001377,Amy Meyer,63,Male,Riosmouth,Alabama,Germany,59288,28-01-2020,SMS,(366)550-9607x78159,amywilson@example.org,6,Graduate,Corporate
CUST001378,Donald Hall,60,Male,Rodriguezfort,Kentucky,India,125694,09-09-2023,Phone,(387)303-5678,swatson@example.com,2,Graduate,Corporate
CUST001379,Aaron Moss,29,Female,Port Jerryfort,New Hampshire,India,116017,11-07-2019,Phone,(356)428-0956x271,xmack@example.net,10,Undergraduate,Corporate
CUST001380,Richard Dougherty,43,Male,Breannamouth,South Carolina,India,116762,02-04-2016,Email,6812004425,william01@example.com,3,Undergraduate,Corporate
CUST001381,Jim Marquez,30,Female,Danafort,Oklahoma,Canada,91653,31-12-2017,Email,(780)959-0277x81429,estradachristopher@example.org,10,Postgraduate,Corporate
CUST001382,Timothy Jones,57,Male,Kevinmouth,Idaho,Canada,123197,03-11-2018,Phone,(418)413-0406x45995,fhancock@example.com,3,Postgraduate,Corporate
CUST001383,Catherine Gonzalez,35,Female,Destinyshire,Washington,Canada,65068,04-12-2024,SMS,305.790.4778x160,robert16@example.org,4,Postgraduate,Corporate
CUST001384,Richard Ferguson,42,Male,North Jerryville,Idaho,Canada,133020,01-04-2019,Phone,699.358.7228,longrebecca@example.com,8,Postgraduate,Corporate
CUST001385,Shelley Johnson,50,Female,Lake Karenbury,Pennsylvania,UK,37459,14-11-2017,SMS,812-363-4114,jmoore@example.com,4,Postgraduate,Corporate
CUST001386,Andrew Reyes,64,Female,Lake Christopherfurt,Rhode Island,India,111641,10-09-2024,Phone,463-372-6359,staffordmatthew@example.org,6,Doctorate,Corporate
CUST001387,Harry Lam,57,Male,New Patrickside,Georgia,UK,129445,01-09-2024,Email,-5030,sarah47@example.com,7,Graduate,Corporate
CUST001388,Stephanie Silva,60,Male,Port David,Washington,Germany,110000,18-10-2015,Email,3636490610,andrewsellers@example.org,5,Graduate,Corporate
CUST001389,Ryan Clark,29,Female,East Ashleymouth,South Carolina,USA,57554,05-06-2023,SMS,641-499-8981x12247,alexanderblevins@example.net,8,Postgraduate,Corporate
CUST001390,Devin Sparks,61,Female,New Derek,Connecticut,UK,131243,12-04-2023,Phone,552.226.0407x910,charleschristian@example.com,4,Postgraduate,Corporate
CUST001391,Mandy Garcia,53,Male,Lake Natalie,Florida,Canada,95313,25-03-2016,SMS,296-652-2870x707,brownstephen@example.net,5,Graduate,Corporate
CUST001392,Joseph Mcgee,65,Male,Emilyshire,Iowa,Canada,146953,04-05-2019,Email,(663)788-0478x08389,singhjacob@example.org,3,Undergraduate,Corporate
CUST001393,Emily Spears,21,Female,Carrview,Washington,Germany,101968,29-04-2023,Phone,458-301-7815x939,mary48@example.com,7,Doctorate,Corporate
CUST001394,Christine Joseph,22,Male,Jessicabury,Montana,India,39271,12-02-2023,Email,001-327-737-7411x20661,carrjuan@example.net,7,Undergraduate,Corporate
CUST001395,Melanie Small,73,Female,Mcclainport,Washington,USA,28801,03-02-2019,Email,001-762-750-1494,bnavarro@example.org,9,Undergraduate,Corporate
CUST001396,Matthew Lyons,54,Male,East Connorside,Montana,UK,97593,26-12-2015,Phone,463-311-7976x649,thompsontimothy@example.net,7,Postgraduate,Corporate
CUST001397,Nathan Alvarez,25,Female,Franklinmouth,Michigan,India,51511,30-12-2017,SMS,200-597-0940,lindseypaul@example.com,4,Doctorate,Corporate
